age,education,marital.status,relationship,race,sex,hoursperweek,nativecountry,income
33,Some-college,Divorced,Unmarried,White,Female,40,United-States,<=50K
49,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
65,HS-grad,Widowed,Unmarried,White,Female,17,United-States,<=50K
35,Prof-school,Married-civ-spouse,Husband,White,Male,55,United-States,>50K
27,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
33,HS-grad,Married-civ-spouse,Husband,White,Male,45,United-States,>50K
18,12th,Never-married,Own-child,White,Female,20,United-States,<=50K
41,Masters,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
38,Bachelors,Never-married,Not-in-family,White,Male,40,United-States,<=50K
45,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
18,Some-college,Never-married,Own-child,White,Male,40,United-States,<=50K
33,Some-college,Separated,Unmarried,White,Female,38,El-Salvador,<=50K
28,HS-grad,Never-married,Not-in-family,White,Male,40,,<=50K
47,HS-grad,Divorced,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K
30,Assoc-acdm,Married-civ-spouse,Wife,Black,Female,20,United-States,<=50K
36,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
21,HS-grad,Never-married,Own-child,White,Male,30,United-States,<=50K
44,Bachelors,Never-married,Not-in-family,White,Male,40,United-States,<=50K
33,HS-grad,Married-spouse-absent,Not-in-family,White,Male,20,United-States,<=50K
61,HS-grad,Married-civ-spouse,Husband,Black,Male,6,United-States,<=50K
29,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
45,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
18,HS-grad,Never-married,Own-child,White,Female,60,United-States,<=50K
29,Assoc-voc,Never-married,Not-in-family,White,Male,56,United-States,>50K
27,Bachelors,Never-married,Own-child,White,Female,40,United-States,<=50K
21,Some-college,Married-civ-spouse,Husband,White,Male,20,United-States,<=50K
22,Some-college,Married-civ-spouse,Wife,White,Female,35,United-States,<=50K
49,Some-college,Married-civ-spouse,Husband,White,Male,45,United-States,>50K
35,Some-college,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
47,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
37,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
37,Assoc-voc,Married-civ-spouse,Husband,White,Male,48,United-States,>50K
26,HS-grad,Divorced,Not-in-family,White,Male,40,United-States,<=50K
18,HS-grad,Never-married,Own-child,White,Male,40,United-States,<=50K
55,Some-college,Married-civ-spouse,Husband,White,Male,45,United-States,<=50K
47,Assoc-acdm,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
59,HS-grad,Separated,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K
70,HS-grad,Widowed,Unmarried,White,Female,5,United-States,<=50K
53,HS-grad,Married-civ-spouse,Husband,White,Male,40,France,>50K
39,HS-grad,Divorced,Unmarried,White,Female,40,United-States,<=50K
38,9th,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
33,Some-college,Separated,Unmarried,White,Female,50,Columbia,<=50K
19,Some-college,Never-married,Own-child,White,Male,40,United-States,<=50K
28,HS-grad,Never-married,Not-in-family,White,Male,40,United-States,<=50K
74,10th,Divorced,Not-in-family,White,Female,1,United-States,<=50K
40,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
35,Assoc-voc,Divorced,Not-in-family,White,Male,40,United-States,<=50K
35,HS-grad,Divorced,Not-in-family,White,Male,50,United-States,<=50K
41,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
38,Some-college,Never-married,Not-in-family,White,Male,50,United-States,<=50K
29,10th,Married-civ-spouse,Husband,White,Male,35,United-States,>50K
46,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
46,HS-grad,Divorced,Not-in-family,White,Female,40,United-States,<=50K
40,Bachelors,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
29,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
39,Assoc-acdm,Married-civ-spouse,Husband,Black,Male,60,United-States,<=50K
31,HS-grad,Never-married,Own-child,White,Male,60,United-States,<=50K
50,Masters,Divorced,Not-in-family,White,Female,70,United-States,<=50K
31,Bachelors,Never-married,Not-in-family,White,Female,40,United-States,<=50K
27,Some-college,Married-civ-spouse,Husband,White,Male,45,United-States,<=50K
27,Some-college,Never-married,Not-in-family,Black,Male,25,United-States,<=50K
28,Bachelors,Never-married,Not-in-family,White,Female,20,United-States,<=50K
21,HS-grad,Never-married,Own-child,Black,Female,30,United-States,<=50K
57,Bachelors,Divorced,Not-in-family,White,Male,40,United-States,<=50K
56,Masters,Divorced,Not-in-family,White,Female,40,United-States,<=50K
22,HS-grad,Never-married,Not-in-family,White,Female,40,United-States,<=50K
48,Preschool,Separated,Unmarried,White,Female,40,El-Salvador,<=50K
36,Some-college,Divorced,Unmarried,Asian-Pac-Islander,Male,55,United-States,<=50K
51,12th,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
39,Assoc-acdm,Never-married,Not-in-family,White,Male,48,United-States,<=50K
43,HS-grad,Married-civ-spouse,Husband,White,Male,70,United-States,>50K
38,Masters,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,,<=50K
51,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
43,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
44,Masters,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
35,HS-grad,Divorced,Unmarried,White,Female,50,United-States,<=50K
40,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
39,10th,Separated,Own-child,Black,Female,12,United-States,<=50K
47,7th-8th,Married-civ-spouse,Husband,White,Male,40,,<=50K
23,Preschool,Never-married,Own-child,White,Female,15,United-States,<=50K
26,11th,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
25,HS-grad,Never-married,Own-child,Black,Female,40,United-States,<=50K
29,Some-college,Separated,Not-in-family,Black,Male,42,United-States,<=50K
30,HS-grad,Never-married,Not-in-family,White,Male,45,United-States,<=50K
57,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,China,<=50K
37,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
39,Bachelors,Married-civ-spouse,Husband,White,Male,48,United-States,>50K
37,Masters,Never-married,Not-in-family,White,Female,40,United-States,>50K
45,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
21,Some-college,Never-married,Own-child,White,Female,16,United-States,<=50K
25,Some-college,Married-civ-spouse,Wife,Black,Female,40,United-States,<=50K
61,HS-grad,Widowed,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K
59,HS-grad,Married-civ-spouse,Husband,White,Male,15,United-States,<=50K
28,HS-grad,Never-married,Own-child,White,Male,40,United-States,<=50K
24,Some-college,Never-married,Unmarried,White,Female,40,United-States,<=50K
47,HS-grad,Married-civ-spouse,Husband,White,Male,40,Cuba,>50K
29,HS-grad,Married-AF-spouse,Husband,White,Male,80,United-States,<=50K
49,9th,Divorced,Not-in-family,White,Female,20,United-States,<=50K
41,Bachelors,Divorced,Unmarried,White,Female,35,United-States,<=50K
33,Some-college,Never-married,Not-in-family,Black,Female,40,United-States,<=50K
20,Some-college,Never-married,Own-child,White,Male,40,United-States,<=50K
40,Doctorate,Married-civ-spouse,Wife,White,Female,20,United-States,>50K
32,Some-college,Divorced,Not-in-family,White,Male,16,United-States,<=50K
48,Bachelors,Divorced,Not-in-family,Black,Male,40,United-States,>50K
24,Some-college,Never-married,Own-child,White,Female,40,United-States,<=50K
50,Assoc-voc,Married-civ-spouse,Husband,White,Male,38,United-States,>50K
31,HS-grad,Never-married,Other-relative,Asian-Pac-Islander,Male,40,United-States,<=50K
23,Assoc-voc,Married-civ-spouse,Husband,White,Male,55,United-States,>50K
35,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
50,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
39,9th,Divorced,Not-in-family,White,Male,50,United-States,<=50K
52,7th-8th,Married-civ-spouse,Husband,White,Male,48,Cuba,<=50K
44,HS-grad,Married-civ-spouse,Husband,White,Male,80,United-States,<=50K
43,Bachelors,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
39,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
33,7th-8th,Never-married,Not-in-family,White,Male,40,Mexico,>50K
31,Masters,Never-married,Not-in-family,White,Male,40,United-States,>50K
40,Some-college,Married-civ-spouse,Wife,White,Female,40,United-States,>50K
28,Prof-school,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
19,12th,Never-married,Not-in-family,Asian-Pac-Islander,Female,25,Thailand,<=50K
35,Assoc-voc,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
44,Bachelors,Married-civ-spouse,Husband,White,Male,60,United-States,<=50K
40,Bachelors,Married-civ-spouse,Husband,White,Male,40,England,<=50K
20,Some-college,Never-married,Own-child,White,Female,35,United-States,<=50K
55,HS-grad,Divorced,Unmarried,Black,Male,48,United-States,>50K
30,7th-8th,Separated,Not-in-family,White,Male,35,United-States,<=50K
38,HS-grad,Married-civ-spouse,Husband,White,Male,55,United-States,>50K
75,HS-grad,Married-civ-spouse,Husband,White,Male,20,United-States,<=50K
17,11th,Never-married,Own-child,White,Male,15,United-States,<=50K
79,Masters,Married-civ-spouse,Husband,White,Male,40,Poland,>50K
20,Some-college,Never-married,Own-child,White,Male,30,United-States,<=50K
25,Assoc-acdm,Never-married,Not-in-family,White,Male,30,United-States,<=50K
27,Bachelors,Married-civ-spouse,Husband,White,Male,45,United-States,<=50K
19,Some-college,Never-married,Own-child,White,Female,20,United-States,<=50K
21,Some-college,Married-civ-spouse,Wife,Amer-Indian-Eskimo,Female,40,United-States,<=50K
19,Some-college,Never-married,Own-child,White,Male,20,United-States,<=50K
42,Some-college,Never-married,Not-in-family,White,Male,40,United-States,<=50K
28,10th,Married-civ-spouse,Husband,White,Male,36,United-States,<=50K
47,Some-college,Married-civ-spouse,Husband,White,Male,40,Iran,>50K
59,Some-college,Divorced,Unmarried,White,Female,32,United-States,<=50K
50,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
48,HS-grad,Married-civ-spouse,Husband,White,Male,80,United-States,<=50K
33,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
27,Assoc-acdm,Never-married,Not-in-family,White,Female,40,United-States,<=50K
45,Doctorate,Never-married,Not-in-family,White,Male,30,United-States,>50K
24,7th-8th,Never-married,Own-child,White,Male,40,United-States,<=50K
31,HS-grad,Married-civ-spouse,Wife,White,Female,40,United-States,>50K
24,5th-6th,Never-married,Other-relative,Black,Male,40,Mexico,<=50K
29,HS-grad,Never-married,Not-in-family,White,Male,40,United-States,<=50K
24,HS-grad,Never-married,Own-child,White,Male,30,United-States,<=50K
24,Bachelors,Never-married,Not-in-family,White,Female,30,United-States,<=50K
28,Some-college,Never-married,Not-in-family,Black,Female,45,Jamaica,<=50K
63,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
36,Some-college,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
58,7th-8th,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
51,Some-college,Divorced,Not-in-family,White,Female,36,United-States,<=50K
42,Some-college,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
39,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
26,Bachelors,Never-married,Own-child,Asian-Pac-Islander,Female,40,United-States,<=50K
39,Some-college,Never-married,Not-in-family,White,Male,40,United-States,<=50K
28,Bachelors,Never-married,Not-in-family,White,Male,45,United-States,<=50K
51,Bachelors,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,40,United-States,>50K
45,Bachelors,Married-spouse-absent,Unmarried,White,Male,40,United-States,<=50K
45,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
23,Bachelors,Never-married,Not-in-family,White,Female,40,United-States,<=50K
38,Some-college,Never-married,Not-in-family,White,Male,40,United-States,<=50K
38,11th,Married-spouse-absent,Own-child,White,Male,36,Mexico,<=50K
39,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
52,Assoc-voc,Never-married,Not-in-family,White,Male,50,United-States,<=50K
17,12th,Never-married,Own-child,White,Female,6,United-States,<=50K
31,Bachelors,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
22,HS-grad,Never-married,Own-child,Black,Male,24,United-States,<=50K
47,HS-grad,Divorced,Unmarried,White,Female,38,United-States,<=50K
28,Some-college,Never-married,Not-in-family,White,Female,40,United-States,<=50K
30,HS-grad,Never-married,Unmarried,Black,Female,40,United-States,<=50K
41,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
29,Masters,Never-married,Not-in-family,Black,Male,42,United-States,<=50K
42,Prof-school,Divorced,Unmarried,White,Male,60,United-States,>50K
52,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
35,Bachelors,Never-married,Not-in-family,White,Female,40,United-States,<=50K
28,Assoc-acdm,Never-married,Own-child,White,Female,40,United-States,<=50K
46,Masters,Married-civ-spouse,Husband,White,Male,46,United-States,>50K
21,Some-college,Never-married,Own-child,White,Female,40,United-States,<=50K
45,HS-grad,Married-spouse-absent,Unmarried,Black,Female,40,United-States,<=50K
21,HS-grad,Never-married,Own-child,White,Male,40,United-States,<=50K
74,10th,Married-civ-spouse,Husband,White,Male,20,United-States,<=50K
29,HS-grad,Married-civ-spouse,Other-relative,White,Male,40,United-States,<=50K
39,HS-grad,Divorced,Unmarried,White,Female,40,United-States,<=50K
44,Some-college,Married-civ-spouse,Husband,White,Male,45,United-States,>50K
23,Bachelors,Never-married,Not-in-family,White,Male,40,United-States,<=50K
32,Assoc-acdm,Divorced,Not-in-family,Black,Female,40,United-States,<=50K
61,10th,Divorced,Not-in-family,White,Female,40,United-States,<=50K
43,HS-grad,Divorced,Not-in-family,White,Female,30,United-States,>50K
23,Preschool,Never-married,Not-in-family,Asian-Pac-Islander,Female,40,Laos,<=50K
18,Some-college,Never-married,Own-child,White,Female,38,United-States,<=50K
38,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
33,Bachelors,Separated,Not-in-family,White,Male,35,United-States,<=50K
19,Some-college,Never-married,Own-child,Asian-Pac-Islander,Female,35,South,<=50K
23,Some-college,Never-married,Not-in-family,White,Male,40,United-States,<=50K
37,HS-grad,Divorced,Own-child,White,Male,45,United-States,<=50K
25,HS-grad,Never-married,Own-child,White,Male,40,United-States,<=50K
36,HS-grad,Divorced,Unmarried,White,Male,43,,<=50K
45,12th,Married-civ-spouse,Wife,Black,Female,40,United-States,>50K
32,Bachelors,Never-married,Not-in-family,White,Female,48,United-States,<=50K
65,11th,Divorced,Not-in-family,Asian-Pac-Islander,Female,15,United-States,<=50K
18,11th,Never-married,Own-child,White,Male,40,United-States,<=50K
25,HS-grad,Never-married,Unmarried,White,Male,40,Mexico,<=50K
29,Masters,Never-married,Not-in-family,White,Male,65,,<=50K
53,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
33,Doctorate,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
27,Bachelors,Never-married,Not-in-family,White,Male,45,United-States,<=50K
24,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
54,7th-8th,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
23,Some-college,Never-married,Not-in-family,White,Female,30,United-States,<=50K
45,Assoc-voc,Widowed,Not-in-family,Asian-Pac-Islander,Female,40,United-States,<=50K
36,Some-college,Married-civ-spouse,Wife,White,Female,35,United-States,>50K
36,11th,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
44,Masters,Never-married,Not-in-family,White,Female,40,United-States,<=50K
24,HS-grad,Never-married,Unmarried,Black,Male,40,United-States,<=50K
39,Some-college,Divorced,Own-child,White,Male,70,United-States,<=50K
50,HS-grad,Married-spouse-absent,Unmarried,White,Female,40,United-States,<=50K
38,HS-grad,Married-civ-spouse,Wife,White,Female,40,United-States,>50K
58,Bachelors,Widowed,Unmarried,White,Female,40,United-States,<=50K
44,HS-grad,Married-civ-spouse,Husband,Black,Male,48,United-States,<=50K
24,Bachelors,Never-married,Own-child,Asian-Pac-Islander,Male,55,United-States,<=50K
52,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
46,Bachelors,Divorced,Not-in-family,White,Male,40,United-States,>50K
50,Doctorate,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
34,Assoc-acdm,Married-civ-spouse,Husband,White,Male,44,United-States,<=50K
40,Assoc-acdm,Never-married,Not-in-family,Black,Male,40,United-States,<=50K
53,Bachelors,Divorced,Unmarried,White,Female,40,United-States,<=50K
24,HS-grad,Never-married,Own-child,White,Female,40,United-States,<=50K
58,Bachelors,Married-civ-spouse,Husband,White,Male,70,United-States,<=50K
26,Some-college,Married-civ-spouse,Husband,White,Male,45,United-States,<=50K
22,Assoc-acdm,Never-married,Own-child,White,Male,40,United-States,<=50K
36,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
78,Assoc-acdm,Widowed,Not-in-family,White,Female,4,United-States,<=50K
36,Bachelors,Married-civ-spouse,Husband,White,Male,45,Germany,>50K
43,Bachelors,Married-civ-spouse,Wife,White,Female,28,United-States,<=50K
60,7th-8th,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
49,Masters,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
50,7th-8th,Married-civ-spouse,Husband,White,Male,63,,>50K
34,7th-8th,Never-married,Unmarried,Black,Male,10,United-States,<=50K
46,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
46,Bachelors,Married-civ-spouse,Husband,Black,Male,40,United-States,<=50K
69,HS-grad,Married-civ-spouse,Husband,White,Male,20,United-States,<=50K
32,10th,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
40,Bachelors,Never-married,Not-in-family,White,Male,50,United-States,>50K
61,5th-6th,Married-civ-spouse,Husband,White,Male,45,United-States,<=50K
56,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
47,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
29,HS-grad,Married-civ-spouse,Husband,Black,Male,40,United-States,<=50K
37,HS-grad,Married-civ-spouse,Husband,White,Male,46,United-States,<=50K
51,Prof-school,Never-married,Not-in-family,White,Female,50,United-States,>50K
44,Masters,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
33,HS-grad,Separated,Unmarried,White,Female,40,United-States,<=50K
51,Prof-school,Divorced,Not-in-family,White,Male,80,United-States,>50K
24,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
37,Assoc-voc,Never-married,Own-child,White,Female,40,United-States,<=50K
40,Some-college,Divorced,Not-in-family,White,Male,40,United-States,<=50K
34,Masters,Never-married,Own-child,White,Male,40,United-States,<=50K
61,Bachelors,Divorced,Unmarried,White,Female,40,United-States,<=50K
56,HS-grad,Married-civ-spouse,Husband,White,Male,40,,<=50K
69,11th,Widowed,Not-in-family,White,Female,20,United-States,<=50K
41,Assoc-voc,Divorced,Unmarried,White,Female,10,United-States,<=50K
40,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
57,Some-college,Never-married,Own-child,Black,Male,40,United-States,<=50K
26,Bachelors,Married-civ-spouse,Husband,White,Male,55,United-States,<=50K
53,HS-grad,Married-civ-spouse,Husband,White,Male,46,United-States,>50K
90,7th-8th,Separated,Not-in-family,White,Female,15,United-States,<=50K
39,Bachelors,Divorced,Not-in-family,White,Male,55,United-States,<=50K
51,Bachelors,Widowed,Not-in-family,White,Female,40,United-States,<=50K
56,Bachelors,Married-civ-spouse,Husband,White,Male,40,Puerto-Rico,>50K
51,10th,Separated,Unmarried,Black,Female,40,United-States,<=50K
17,12th,Never-married,Own-child,White,Male,20,United-States,<=50K
42,Some-college,Divorced,Not-in-family,White,Female,50,United-States,<=50K
42,Some-college,Divorced,Own-child,White,Female,40,United-States,<=50K
29,Prof-school,Never-married,Unmarried,White,Male,45,Germany,>50K
33,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
47,Prof-school,Married-civ-spouse,Husband,White,Male,60,,>50K
43,Some-college,Divorced,Not-in-family,White,Male,40,United-States,<=50K
64,Prof-school,Married-civ-spouse,Husband,White,Male,9,United-States,>50K
40,HS-grad,Divorced,Not-in-family,White,Male,60,United-States,>50K
21,5th-6th,Never-married,Not-in-family,White,Male,40,Mexico,<=50K
31,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
60,Assoc-voc,Widowed,Unmarried,Asian-Pac-Islander,Female,40,United-States,>50K
32,12th,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
66,Bachelors,Married-civ-spouse,Husband,White,Male,20,United-States,<=50K
27,HS-grad,Never-married,Own-child,Black,Male,20,United-States,<=50K
40,HS-grad,Married-civ-spouse,Wife,White,Female,40,United-States,<=50K
27,HS-grad,Married-civ-spouse,Wife,White,Female,40,United-States,>50K
18,Some-college,Never-married,Own-child,White,Male,30,United-States,<=50K
43,HS-grad,Separated,Not-in-family,Black,Female,40,United-States,<=50K
52,HS-grad,Married-civ-spouse,Husband,White,Male,48,United-States,>50K
31,HS-grad,Never-married,Not-in-family,White,Male,85,United-States,<=50K
28,HS-grad,Married-civ-spouse,Husband,White,Male,60,United-States,<=50K
44,Masters,Never-married,Not-in-family,White,Female,35,United-States,<=50K
37,Some-college,Married-civ-spouse,Husband,White,Male,84,United-States,<=50K
35,Bachelors,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
42,9th,Separated,Unmarried,Black,Male,40,United-States,<=50K
18,10th,Never-married,Own-child,Black,Male,10,United-States,<=50K
46,Masters,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
54,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
54,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
56,Some-college,Divorced,Not-in-family,White,Female,45,Germany,<=50K
27,Some-college,Never-married,Unmarried,White,Male,50,United-States,<=50K
26,Bachelors,Never-married,Own-child,White,Female,40,Mexico,<=50K
41,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
41,HS-grad,Married-civ-spouse,Husband,White,Male,40,,<=50K
32,Some-college,Divorced,Unmarried,White,Female,40,United-States,<=50K
18,HS-grad,Never-married,Own-child,White,Female,30,United-States,<=50K
36,HS-grad,Married-civ-spouse,Husband,White,Male,65,United-States,<=50K
37,10th,Never-married,Not-in-family,White,Male,40,United-States,<=50K
31,5th-6th,Never-married,Own-child,White,Male,25,Mexico,<=50K
46,Bachelors,Married-civ-spouse,Husband,White,Male,51,United-States,<=50K
24,HS-grad,Divorced,Not-in-family,White,Male,40,United-States,<=50K
25,Bachelors,Never-married,Own-child,Asian-Pac-Islander,Male,35,Taiwan,<=50K
55,5th-6th,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
64,HS-grad,Widowed,Not-in-family,White,Male,40,United-States,<=50K
30,Bachelors,Never-married,Not-in-family,White,Female,40,United-States,<=50K
65,Masters,Never-married,Not-in-family,White,Male,99,United-States,<=50K
46,Bachelors,Divorced,Not-in-family,White,Male,40,United-States,<=50K
45,Masters,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
18,Some-college,Never-married,Own-child,White,Female,25,United-States,<=50K
32,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
38,Bachelors,Married-civ-spouse,Wife,Other,Female,50,,>50K
34,Doctorate,Married-civ-spouse,Husband,White,Male,45,Germany,>50K
35,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
26,HS-grad,Never-married,Own-child,White,Male,40,United-States,<=50K
24,Some-college,Never-married,Other-relative,White,Male,35,United-States,<=50K
45,HS-grad,Married-civ-spouse,Husband,White,Male,80,United-States,>50K
36,10th,Never-married,Not-in-family,White,Female,34,United-States,<=50K
44,7th-8th,Married-civ-spouse,Husband,Other,Male,40,Nicaragua,<=50K
23,Some-college,Never-married,Not-in-family,White,Female,60,United-States,<=50K
57,HS-grad,Married-civ-spouse,Husband,White,Male,55,United-States,<=50K
41,Some-college,Married-civ-spouse,Husband,White,Male,60,Mexico,>50K
20,HS-grad,Married-civ-spouse,Husband,Black,Male,30,Puerto-Rico,<=50K
32,Some-college,Married-civ-spouse,Husband,White,Male,36,United-States,<=50K
60,HS-grad,Married-civ-spouse,Wife,White,Female,40,United-States,>50K
38,Bachelors,Never-married,Not-in-family,White,Female,20,United-States,<=50K
29,HS-grad,Never-married,Not-in-family,White,Female,45,United-States,<=50K
22,HS-grad,Never-married,Own-child,White,Male,40,United-States,<=50K
21,Some-college,Never-married,Own-child,Asian-Pac-Islander,Male,30,India,<=50K
40,HS-grad,Married-civ-spouse,Other-relative,White,Male,40,United-States,<=50K
59,Some-college,Married-civ-spouse,Husband,White,Male,45,United-States,>50K
45,Masters,Divorced,Not-in-family,White,Male,45,United-States,<=50K
76,HS-grad,Widowed,Not-in-family,White,Female,13,United-States,<=50K
45,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
49,Masters,Separated,Unmarried,White,Female,70,United-States,<=50K
36,Assoc-voc,Never-married,Not-in-family,Black,Female,60,United-States,>50K
22,11th,Never-married,Own-child,White,Male,35,United-States,<=50K
47,Assoc-voc,Divorced,Unmarried,White,Female,44,United-States,<=50K
26,HS-grad,Married-AF-spouse,Husband,White,Male,55,United-States,<=50K
21,Some-college,Divorced,Own-child,White,Male,40,United-States,<=50K
27,HS-grad,Never-married,Own-child,White,Female,15,United-States,<=50K
26,Bachelors,Never-married,Not-in-family,White,Male,40,United-States,<=50K
20,Assoc-voc,Never-married,Own-child,White,Female,25,United-States,<=50K
31,Masters,Never-married,Not-in-family,White,Male,45,England,<=50K
57,Masters,Divorced,Unmarried,Black,Female,40,United-States,<=50K
39,11th,Divorced,Other-relative,White,Female,40,United-States,<=50K
36,Assoc-acdm,Never-married,Not-in-family,Black,Male,40,England,>50K
66,Some-college,Married-civ-spouse,Husband,White,Male,45,United-States,<=50K
34,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
80,HS-grad,Married-civ-spouse,Husband,White,Male,25,United-States,<=50K
21,HS-grad,Never-married,Other-relative,White,Female,40,United-States,<=50K
40,Bachelors,Married-civ-spouse,Husband,White,Male,32,United-States,>50K
49,Assoc-acdm,Divorced,Not-in-family,White,Female,30,United-States,<=50K
48,Some-college,Divorced,Not-in-family,White,Female,60,United-States,<=50K
19,Some-college,Never-married,Not-in-family,White,Male,24,United-States,<=50K
42,11th,Married-civ-spouse,Husband,Black,Male,40,United-States,<=50K
59,HS-grad,Married-civ-spouse,Husband,White,Male,45,United-States,<=50K
63,Some-college,Divorced,Not-in-family,White,Female,40,United-States,<=50K
26,HS-grad,Never-married,Other-relative,White,Male,40,United-States,<=50K
41,9th,Divorced,Other-relative,White,Female,35,United-States,<=50K
42,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
19,HS-grad,Never-married,Own-child,White,Male,20,United-States,<=50K
45,11th,Married-civ-spouse,Wife,White,Female,25,United-States,<=50K
47,HS-grad,Married-civ-spouse,Wife,White,Female,30,United-States,>50K
47,HS-grad,Divorced,Not-in-family,White,Female,40,United-States,<=50K
34,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,England,<=50K
49,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
36,HS-grad,Divorced,Not-in-family,White,Male,40,United-States,<=50K
53,HS-grad,Widowed,Unmarried,White,Male,40,United-States,>50K
